id,link,title,content,db1_overall,l.berrangford_db1,apfisch_db1,ee18ivc_db1,miriam_db1,db2_overall,l.berrangford_db2,apfisch_db2,ee18ivc_db2,miriam_db2,l.berrangford_notes,apfisch_notes,ee18ivc_notes,miriam_notes
1298459,https://apsis.mcc-berlin.net/scoping/document/193/1298459/,Extreme drought hotspot analysis for adaptation to a changing climate: Assessment of applicability to the five major river basins of the Korean Peninsula,"This study proposes a quantitative approach for extreme drought hotspot assessment related to climate change, the hotspot drought risk index (HDRI), and evaluates the response of extreme drought to climate change in the five major river basins of the Korean Peninsula. According to an analysis of seasonal and regional drought characteristics on the Korean Peninsula, drought occurs most frequently in spring, and the central and southern areas are generally more vulnerable to drought. Drought risk analysis under various climate change scenarios indicates significant drought risk over the entire Korean Peninsula excepting some parts of the Han and Nakdong river basins from 2011 to 2040. Extreme drought may be particularly severe in the mid-west area as these basins lack available water resources. Drought risk decreases in the southern Korean Peninsula in the 2011-2040 and 2071-2099 periods, during which the area vulnerable to drought also decreases. However, some parts of central Korea and the western and eastern coastlines remain susceptible to drought. The drought risk evaluation method suggested herein may be useful for predicting drought and establishing realistic coping strategies for extreme drought in a changing climate.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,               Impacts only     ,,,
1299764,https://apsis.mcc-berlin.net/scoping/document/193/1299764/,Stabilization versus decomposition in alpine ecosystems of the Northwestern Caucasus: The results of a tea bag burial experiment,"Mountainous areas exhibit highly variable decomposition rates as a result of strong local differences in climate and vegetation type. This paper describes the effect of these factors on two major determinants of the local carbon cycle: litter decomposition and carbon stabilization. In order to adequately reflect local heterogeneity, we have sampled 12 typical plant communities of the Russian Caucasus. In order to minimize confounding effects and encourage comparative studies, we have adapted the widely used tea bag index (TBI) that is typically used in areas with low decomposition. By incubating standardized tea litter for a year, we investigated whether (1) initial litter decomposition rate (k) is negatively correlated with litter stabilization (S) and (2) whether k or S exhibit correlations with altitude and other environmental conditions. Our results show that S and k are not correlated. Altitude, pH, and water content significantly influenced the stabilization factor S, while soil-freezing had no influence. In contrast, none of these factors predicted the decomposition rate k. Based on our data, we argue that collection of decomposition rates alone, as is now common practice, is not sufficient to understand carbon input to soils and can potentially lead to misleading results. Our data on community-specific decomposition and stabilization rates further constrain estimates of litter accumulation in subalpine communities and the potential effects of climate change.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,not response relevant                    ,,,
1305754,https://apsis.mcc-berlin.net/scoping/document/193/1305754/,Climate Change Perceptions and Observations of Agricultural Stakeholders in the Northern Great Plains,"This study explored whether Montana agricultural stakeholders' perceptions and observations of climate change vary according to four socio-ecological variables: income, political view, agricultural occupation, and production region. A survey including 27 questions was developed into five sections: (1) agricultural background information; (2) perceptions about climate change; (3) observed changes in climate-related variables; (4) adaptation practices and strategies; and (5) demographic information. The survey included Likert-scored responses and multiple-choice questions, and was completed by 452 participants, including conventional and organic farmers and ranchers, extension agents, crop consultants, and researchers. The results indicate that while a notable fraction of agricultural stakeholders are alarmed about climate change and optimistic about the human capacity to reduce climate change, the degree of concern and optimism significantly varies depending on the stakeholder's political views, production region, and agricultural occupation group. We found that observations of changes in climate, perceptions about climate change, and potential risks to agricultural production are driven mainly by political views. Both perceptions and observations drive the choice of adaptation and mitigation practices. It is thus essential to understand farmers' socio-ecological characteristics when designing agricultural outreach programs in order to reduce barriers for the adoption of climate-resilient agriculture.",Mixed,Yes,Maybe,Yes,Yes,Mixed/Maybe,Maybe,No,Unrated,Maybe,Not clear whether the adaptation responses go beyond adaptive capacity and are directly risk reducing. Check full text.                    ,"reports on perception not response, although recognizes that perception drives adaptation.                   ",,not sure if qualified for database 2
1386012,https://apsis.mcc-berlin.net/scoping/document/193/1386012/,Potential occurrence of Zika from subtropical to temperate Argentina considering the basic reproduction number (R-0),"Objective. To assess the potential occurrence of Zika transmission throughout Argentina by the mosquito Aedes aegypti considering the basic reproduction number (R-0). Methods. A model originally developed for dengue was adapted for Zika. R-0 was estimated as a function of seven parameters, three of them were considered temperature-dependent. Seasonal Zika occurrence was evaluated in 9 locations representing different climatic suitability for the vector. Data of diary temperatures were extracted and included in the model. A threshold of R-0 =1 was fixed for Zika occurrence. Sensitivity analyses were performed to evaluate the uncertainty around the results. Results. Zika transmission has the potential to occur in all studied locations at least in some moment of the year. In the northern region, transmission might be possible throughout the whole year or with an interruption in winter. The maximum R-0 was estimated in 6.9, which means an average of 7 secondary cases from a primary case. The probabilistic sensitivity analysis showed that during winter the transmission can only be excluded in the southern fringe of geographic distribution of the vector and in part of central Argentina. Conclusion. Zika virus has the potential to be transmitted in Argentina throughout the current geographic range of the mosquito vector. Although the transmission would be mainly seasonal, the possibility of winter transmission cannot be excluded in northern and central Argentina, meaning that there is a potential endemic maintenance of the disease.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,impacts focused                    ,,,
1424482,https://apsis.mcc-berlin.net/scoping/document/193/1424482/,Response to cold acclimation in diapause pupae of Hyles euphorbiae (Lepidoptera: Sphingidae): candidate biomarker identification using proteomics,"The distribution range of Hyles euphorbiae covers distinct climates across the Palaearctic. Previous investigations showed a correlation between mitochondrial DNA identity of populations and climatic conditions related to winter; however, the lack of biomarkers hampers investigations to test whether geographically distinct populations do show specific molecular responses to low temperatures or whether they possess specific genetic identity at loci functionally related to cold response. The present study was designed to identify candidate protein biomarkers and biological processes that are associated with cold acclimation of overwintering H. euphorbiae diapause pupae. Specimens taken from a single central European population were gradually cooled from 20 degrees C to -2 degrees C over 36 days and 12 differentially abundant proteins were identified. In addition, DeepSuperSAGE sequencing technology was applied to study differentially regulated genes. There was incongruence between differentially abundant proteins and differentially expressed genes, but functional characteristics of regulated proteins and analyses of gene ontology term enrichment among differentially regulated genes pointed to activation of the same biological processes, e. g. oxidative stress response. As proteins represent biologically active molecules, candidate biomarkers derived from proteomics are considered well suited to explore intraspecific patterns of local adaptation to different climates.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,,,,
1433405,https://apsis.mcc-berlin.net/scoping/document/193/1433405/,Designing climate-resilient rice with ideal grain quality suited for high-temperature stress,"To ensure rice food security, the target outputs of future rice breeding programmes should focus on developing climate-resilient rice varieties with emphasis on increased head rice yield coupled with superior grain quality. This challenge is made greater by a world that is increasingly becoming warmer. Such environmental changes dramatically impact head rice and milling yield as well as increasing chalkiness because of impairment in starch accumulation and other storage biosynthetic pathways in the grain. This review highlights the knowledge gained through gene discovery via quantitative trait locus (QTL) cloning and structural-functional genomic strategies to reduce chalk, increase head rice yield, and develop stable lines with optimum grain quality in challenging environments. The newly discovered genes and the knowledge gained on the influence of specific alleles related to stability of grain quality attributes provide a robust platform for marker-assisted selection in breeding to design heat-tolerant rice varieties with superior grain quality. Using the chalkiness trait in rice as a case study, we demonstrate here that the emerging field of systems genetics can help fast-track the identification of novel alleles and gene targets that can be pyramided for the development of environmentally robust rice varieties that possess improved grain quality.",Mixed,Yes,No,Maybe,Maybe,Mixed/Maybe,Maybe,Unrated,Unrated,Maybe,This is response-related and human-assisted. I would want to go back to the full text to see that there is really empirical response with direct risk reducing potential here.                    ,,,  unsure if empirical 
1456243,https://apsis.mcc-berlin.net/scoping/document/193/1456243/,Informed Consent for Vaginal Delivery Is It Time to Revisit the Shared Decision-Making Process?,"BACKGROUND: Vaginal delivery as we know it today has evolved, with increasing recognition of trauma to the pelvic floor and perineum. Evolutionary adaptation of the human female pelvis to vaginal deliveries brings with it many benefits, but risks still exist. These benefits and risks should be discussed with patients prior to delivery. Currently, no consensus exists on a standard informed consent process prior to normal vaginal delivery. OBJECTIVES: To synopsize the current literature regarding the ethics of informed consent in the setting of obstetric and gynecological practice, and to make the case for informed consent for vaginal delivery prior to labor. DISCUSSION: Vaginal birth is still viewed as the default method of delivery. The reason for this is not unrelated to the direct connection between the uterus that holds the fetus before labor, and the vagina, for which the term birth canal was given even before modern obstetrics. Although there are known benefits for advocating vaginal births, there are also attendant risks. CONCLUSION: It is incumbent on obstetricians and midwives to discuss those risk and benefits with their patient prior to labor. Verbal discussion without documentation may no longer be appropriate due to medical advancements and the litigious health care climate. For this reason, we argue for and advocate that a consent process be included as an educational measure and as part of our ethical obligation to provide care.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,not climate-related                    ,,,
1475397,https://apsis.mcc-berlin.net/scoping/document/193/1475397/,Evaluating the role and measures of juvenile growth rate: latitudinal variation in insect life histories,"Latitudinal and elevational trends in body size are found in numerous animal taxa, with various adaptive explanations proposed. It is however debatable whether geographic trends in adult body size are accompanied by corresponding differences in juvenile growth rate (= mass gain per unit time). Respective studies have been complicated by conceptual and methodological problems related to defining and measuring this variable, particularly in organisms with discontinuous growth like arthropods. Using an original method for estimating differential (instantaneous) juvenile growth rates, we compared geographically distant European populations of six insect species in a common garden experiment. We found no among population differences in differential growth rate in any of the species. This result is in concert with concurrent increase in both adult size and developmental time towards the south. While opposite examples exist, we interpret our results as challenging the view that growth rate is a trait that readily responds to environmentally based selective pressures. Our results thus advocate the more classical view of growth rate maximisation within its physiological limits. We discuss the advantages of using differential (rather than integral) measures of growth rate in evolutionary ecological studies and evaluate the reasons for the detected latitudinal trends in life history traits.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Irrelevant                    ,,,
1529701,https://apsis.mcc-berlin.net/scoping/document/193/1529701/,Application and verification of the soil-ecological index for assessing soil cover patterns on plowlands,"The reformation of Russian agriculture and the development of landscape-adaptive agricultural systems have generated interest in the agroecological aspects of studying soil cover patterns. The qualitative evaluation of soil resources is necessary for objective comparison of their quality at the landscape, regional, and interregional levels. The applicability of the soil-ecological index (SEI) as an integral criterion for quality assessment of soils, soil associations, and soil cover patterns on the basis of a common all-Russia scale has been experimentally verified on test plots. This index can also be applied for assessing the degree of contrast in the soil cover. The analysis of different soil-climatic regions in the European part of Russia has shown that the SEI value is well correlated with the soil-climatic conditions. However, for a particular farm, the climatic component of the SEI becomes equal for all the fields. At the same time, the soil properties and geomorphic conditions limiting soil fertility are usually different for different soil combinations, and they become essential upon calculation of the SEI for the particular field. Feasibility of verification and correction of the calculated SEI on the basis of experimental data is shown. This makes it possible to find better-grounded decisions on the agrotechnologies applicable for a given field.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not climate change related                    ,,,
1537739,https://apsis.mcc-berlin.net/scoping/document/193/1537739/,The out-of-the-delta hypothesis: dense human populations in low-lying river deltas served as agents for the evolution of a deadly pathogen,"Cholera is a diarrheal disease that has changed the history of mankind, devastating the world with seven pandemics from 1817 to the present day. Although there is little doubt in the causative agent of these pandemics being Vibrio cholerae of the O1 serogroup, where, when, and how this pathogen emerged is not well understood. V. cholerae is a ubiquitous coastal species that likely existed for tens of thousands of years. However, the evolution of a strain capable of causing a large-scale epidemic is likely more recent historically. Here, we propose that the unique human and physical geography of low-lying river deltas made it possible for an environmental bacterium to evolve into a deadly human pathogen. Such areas are often densely populated and salt intrusion in drinking water frequent. As V. cholerae is most abundant in brackish water, its favored environment, it is likely that coastal inhabitants would regularly ingest the bacterium and release it back in the environment. This creates a continuous selection pressure for V. cholerae to adapt to life in the human gut.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not climate change relevant                    ,,,
1547679,https://apsis.mcc-berlin.net/scoping/document/193/1547679/,Protected cultivation of vegetable crops in sub-Saharan Africa: limits and prospects for smallholders. A review,"Vegetable production in sub-Saharan Africa faces numerous agronomic constraints that will have to be overcome to feed the increasing population and to fight malnutrition. Technology transfer and the adoption of low-tech protected cultivation techniques affordable for smallholders are believed to be able to meet this challenge. Protected cultivation techniques are a set of agricultural practices aimed at artificializing the crop environment through the use of soil covers and/or plant covers to control pests and climatic conditions. Although protected cultivation techniques may increase the yield and quality of vegetable crops and extend their production periods worldwide, the transfer of these techniques in sub-Saharan Africa raises questions about their agronomical performances, their profitability but also their environmental impacts. Are low-tech protected cultivation techniques adapted to the sustainable production of vegetables by smallholders in sub-Saharan Africa? To answer this question, we present an overview of the agronomic, economic, and environmental performances of low-tech protected cultivation techniques in sub-Saharan Africa as reported in the literature. The major conclusions that can be drawn from the review are (1) low-tech protected cultivation techniques are not suitable in all climatic conditions in sub-Saharan Africa and need to be combined with other methods to ensure adequate pest control, (2) the profitability of protected cultivation techniques relies on the capacity to offset increased production costs by higher yields and higher selling prices to be obtained with off-season and/or higher quality products, (3) breaking with existing cropping systems, the lack of technical support and skills, and the limited access to investment funding are major obstacles to the adoption of protected cultivation techniques by smallholders (4) life cycle assessments conducted in northern countries suggested that more efficient use of agricultural inputs would offset the negative impacts of protected cultivation techniques if they are properly managed, but further studies are required to be sure these results can be extrapolated to sub-Saharan Africa context.",Mixed,Yes,No,Maybe,Maybe,Mixed/Maybe,No,Unrated,Unrated,Maybe,"Is response-related/relevant, but not clear if this is truly empirical. Based on review of empirical literature, and not conceptual, though.                    ",,,review. not sure if counts as empirical                     
1547893,https://apsis.mcc-berlin.net/scoping/document/193/1547893/,"Flood management in cities of developing countries: the example of Ibadan, Nigeria","Flooding, a common environmental hazard worldwide has, in recent times, increased as a result of climate change, with the effect felt more by the poor in developing countries. In Nigeria, as in most developing countries, flooding has been linked to natural causes, urbanisation and poor management practices. It has resulted to loss of lives, income, property damage and spread of diseases. The recurrent incidences of flooding and associated risks in cities of developing countries have necessitated a review of the approaches to flood risk management in Nigeria. This paper takes a look at the incidence of flooding in Ibadan, a major city in Nigeria. It examines its causes, effects and the effectiveness of the flood management options. The study found that even with daunting challenges of financial constraints, mismanagement, lack of continuity in governance and policy, and small-scale flood management remedies, such as proper waste management, dredging, clearing of channels and bridge throughway, have proven effective in the management of flood risks. The study recommends an intensification of non-structural strategies of flood management.",Mixed,Yes,Yes,Maybe,Maybe,Mixed/Maybe,Yes,Yes,Unrated,Unrated,,,,not sure if empirical 
1557062,https://apsis.mcc-berlin.net/scoping/document/193/1557062/,"A multitaxic bonebed near the Carboniferous-Permian boundary (Halgaito Formation, Cutler Group) in Valley of the Gods, Utah, USA: Vertebrate paleontology and taphonomy","The Carboniferous Permian (C-P) transition records a shift in the composition and environmental setting of tropical flora and vertebrate assemblages across western and central Pangea. Here we report the discovery of a rare, multitaxic bonebed in the lower Halgaito Formation (Cutler Group) in Valley of the Gods and its vicinity (San Juan County), southeast Utah, USA. The assemblage, which comprises carcasses and disarticulated bones and teeth, preserves aquatic and semi-terrestrial elements including xenacanth chondrichthyans, actinopterygians, sagenodontid lungfish, and the temnospondyl amphibian Eryops, together with terrestrial taxa including the synapsids, Ophiacodon navajovicus, Edaphosaunrus, and Sphenacodon, and a hitherto undescribed araeoscelidan reptile. Sedimentological, paleontological, and strontium isotopic evidence indicates the bonebed formed as a slackwater deposit at the confluence of a major freshwater stream channel and its tributary. The deposit probably formed through late stage flooding of a likely bottlenecked fluvial system, consistent with increasingly episodic or seasonal precipitation, concentrating carcasses of immature and mature shore-dwelling animals. Comparisons with vertebrate assemblages in the Cutler Group of New Mexico, USA suggest that the assemblage is correlative with the lower or middle assemblage of the El Cobre Canyon Formation (Cobrean and Coyotean Land Vertebrate Faunachrons; LVFs), and as such, is of latest Carboniferous age. Our findings strengthen the hypothesis that dryland-adapted vertebrate communities proliferated earlier in westernmost Pangea, well before earliest Permian time, compared to other tropical regions.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Irrelevant                    ,,,
1629075,https://apsis.mcc-berlin.net/scoping/document/193/1629075/,"Climate will increasingly determine post-fire tree regeneration success in low-elevation forests, Northern Rockies, USA","Climate change is expected to cause widespread shifts in the distribution and abundance of plant species through direct impacts on mortality, regeneration, and survival. At landscape scales, climate impacts will be strongly mediated by disturbances, such as wildfire, which catalyze shifts in species distributions through widespread mortality and by shaping the post-disturbance environment. We examined the potential for regional shifts in low-elevation tree species in response to wildfire and climate warming in low-elevation, dry mixed-conifer forests of the northern Rocky Mountains, USA. We analyzed interactions among climate and wildfire on post-fire tree seedling regeneration 5-13 yr post-fire at 177 sites burned in 21 large wildfires during two years with widespread regional burning. We used generalized additive mixed models to quantify how the density of Douglas-fir and ponderosa pine seedlings varied as a function of climate normals (30-yr mean temperature, precipitation, soil moisture, and evapotranspiration) and fire (tree survivorship, burn severity, and seed source availability). Mean summer temperature was the most important predictor of post-fire seedling densities for both ponderosa pine and Douglas-fir. Seed availability was also important in determining Douglas-fir regeneration. As mean summer temperature continues to increase, however, seed availability will become less important for determining post-fire regeneration. Above a mean summer temperature of 17 degrees C, Douglas-fir regeneration is predicted to be minimal regardless of how close a seed source is to a site. The majority (82%) of our sampled sites are predicted to exceed a mean summer temperature of 17 degrees C by mid-century, suggesting significant declines in seedling densities and potential forest loss. Our results highlight mechanisms linking climate change to shifts in the distribution of two widely dominant tree species in western North America. Under a warming climate, we expect post-fire tree regeneration in these low-elevation forests to become increasingly unsuccessful. Such widespread regeneration failures would have important implications for ecosystem processes and forest resilience, particularly as wildfires increase in response to climate warming.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,No human component.                    ,,,
1639539,https://apsis.mcc-berlin.net/scoping/document/193/1639539/,Powering the Future with Liquid Sunshine,"In 2017, global CO2 emissions from burning fossil fuels reached 33 gigatons, twice the natural rate at which CO2 is absorbed back into land and ocean sinks. Harnessing solar radiation holds the answer to reducing our dependence on fossil fuels. It is the most abundant energy resource and could meet humans’ future energy needs. The efficient conversion of solar radiation into stable, energy-dense liquid energy carriers that can use existing or adapt global supply chains for storage, shipping, and distribution is the key to large-scale deployment of solar energy at gigaton levels. Liquid sunshine is the vision of combining the sun's energy with carbon dioxide and water to produce green liquid fuels. CO2 released on using these fuels is recycled back into the environment, thus maintaining an ecologically balanced cycle. Multi-source and multi-purpose alcohols are optimal candidate fuels. Methanol and ethanol are actionable first targets with gigaton production potential. The intertwined goals of economic growth, environmental conservation, and energy security (3E) are pressing global challenges of our time. The paper discusses solutions to 3E goals, particularly in the context of developing countries that are most affected by climate change and local environmental degradation. 3E goals call for “common man solutions”; cheap, clean energy that can help combat hazardous pollution threatening public health and break the mutually reinforcing downward spiral of human poverty and environmental degradation. Alcohols are clean, affordable, multi-source, multi-purpose fuels that can rise to the call. The liquid sunshine roadmap charts stepwise technology advancements from intermediate technologies such as natural gas renewable hybrid systems to green systems for methanol production entirely from renewable energy. Intermediate solutions such as hybrid alcohols build production capacity, establish downstream markets, and begin the adaptation of existing supply chain infrastructure for subsequent widespread market penetration of alcohols in the global energy market. Hybrid alcohols also provide the “breathing space” until green technologies reach maturity for commercial production of green alcohols. Looking ahead, green alcohols and electricity can function as the dual pillars of green energy systems, with alcohol reservoirs forming the backbone. Such green energy systems can support myriad applications and services to build a sustainable future. Replacing fossil fuels with renewables will require efficient carriers of the sun's energy at gigaton scale. The diagram illustrates an ecologically balanced cycle where green alcohols are produced by combining sunshine with CO2 and H2O drawn from the environment and returned to the environment. Only the sun's energy is consumed in the cycle. Methanol, an example of a green alcohol, is a multi-purpose liquid energy carrier of the Sun's energy. It can also function as “liquid hydrogen” and “liquid electricity.” © 2018 Elsevier Inc.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Mitigation focused.                    ,,,
1717743,https://apsis.mcc-berlin.net/scoping/document/193/1717743/,Role of community based local institution for climate change adaptation in the Teesta riverine area of Bangladesh,"Climate change adaptation is one of the most crucial issues in developing countries like Bangladesh. The main objective was to understand the linkage of participation with Community Based Adaptation (CBA) to climate change. Institutional framework following different types of conceptual theories (collective action, group, game and social learning theory) was utilized to analyze the participatory process in local community level Village Disaster Mangement Committee (VDMC) that works in collaboration with local government. Field level data was collected through interview and group discussion during 25 April to 30 May 2015 in the Teesta riverine area of northern Bangladesh. Results showed that flood and drought were the major climate change impacts in the study area, and various participatory tools were used for risk assessment and undertaking action plans to overcome the climate change challenges by the group VDMC. Participation in VDMC generated both relational and technical outcomes. The relational outcomes are the informal institutional changes through which local community adopt technological adaptation measures. Although, limitations like bargaining problem, free riding or conflict were found in collective decision making, but the initiation of local governance like VDMC has brought various institutional change in the communities in terms of adaptation practices. More than 80% VDMC and around 40-55% non-VDMC household respondents agreed that overall community based adaptation process was successful in the previous year. They believed that some innovative practices had been brought in the community through VDMC action for climate change adaptation. No doubt that the CBA has achieved good progress to achieve the government Comprehensive Disaster Management (CDM) strategy of climate change adaptation. But, there is still lack of coordination among local government, NGOs and civil partners in working together. Research related to socio-economic impact analysis for the sustainability of adaptation measures implemented through local community could be undertaken in future. (C) 2017 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",Mixed,Yes,Yes,Maybe,Yes,Mixed/Maybe,No,Maybe,Unrated,No,"Adaptation decision-making processes, but no empirical documentation of risk-reducing responses.                    ","some reference to actions taken:
""various participatory tools were used for risk assessment and undertaking action plans
""the relational outcomes are the informal institutional changes through which local community adopt technological adaptation measures
""some innovative practices had been brought in the community through VDMC action for climate change adaptation""",,
1782427,https://apsis.mcc-berlin.net/scoping/document/193/1782427/,Strategic Development Challenges in Marine Tourism in Nunavut,"Marine tourism in Arctic Canada has grown substantially since 2005. Though there are social, economic and cultural opportunities associated with industry growth, climate change and a range of environmental risks and other problems present significant management challenges. This paper describes the growth in cruise tourism and pleasure craft travel in Canada's Nunavut Territory and then outlines issues and concerns related to existing management of both cruise and pleasure craft tourism. Strengths and areas for improvement are identified and recommendations for enhancing the cruise and pleasure craft governance regimes through strategic management are provided. Key strategic approaches discussed are: (1) streamlining the regulatory framework; (2) improving marine tourism data collection and analysis for decision-making; and (3) developing site guidelines and behaviour guidelines.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not sufficiently focused on climate change.                    ,,,
1821640,https://apsis.mcc-berlin.net/scoping/document/193/1821640/,Echinoderm ecotoxicology: Application for assessing and monitoring vulnerabilities in a changing ocean,"Ocean acidification is a major threat to the Echinodermata because it decreases availability of the carbonate ions required for skeletogenesis. Ocean pH will change simultaneously with ocean warming and hypercapnia and all these stressors are likely to impact vulnerable early life history stages. To address questions on future vulnerabilities, data on thermo-and pH/pCO(2) tolerance of fertilisation and development, largely from single stressor physiology and ecotoxicology studies, are placed in a near future climate-relevant setting. Fertilisation exhibited a broad tolerance to warming or acidification beyond stressor values projected for 2100. Early development exhibited susceptibility to warming. For embryos that develop to the larval stage in a warm ocean, hypercapnia and acidification may impair calcification and other physiological processes. Sensitivities will vary between species. Although climate change is potentially dire for the Echinodermata, some species may have a pre-adaptive capacity and this will influence comparative vulnerability to ocean regime change.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems only.                    ,,,
1821748,https://apsis.mcc-berlin.net/scoping/document/193/1821748/,Raising Public Recognition of Climate Change Adaptation to Ensure Food Safety,,Mixed,Maybe,Maybe,Maybe,Maybe,Unrated,Unrated,Unrated,Unrated,Unrated,No abstract available.                    ,,,no abstract
1840566,https://apsis.mcc-berlin.net/scoping/document/193/1840566/,"Urban Development and the Environmental Challenges-""Green"" Systems Considerations for the EU","The increased expansion of urban oriented challenges calls for the need to develop related policies in a sustainable development fashion. This means to be alert to the grand challenges to connect environmental/ecological-social-cultural-economic and technical factors. These challenges exist in all parts of the globalized world, not least in the EU domain. But the different parts of the world will have to find their specific ways to create solutions to these problems. Thus the need for a ""green"" development profile calls for integrated policy making and new ways to reflect on the urban-rural interface which is specific to the environmental, historical, social and technical specificities of the area in focus-e.g. the EU. Related management schemes will have to consider all sorts of environmentally oriented concerns, not least those connected to climate change. In the urban context such considerations have to be long term, systems oriented and resilience reflexive. The forms of decision making, the governance structure and the support measures for such activities have to be given careful attention. This should be done in a spirit of finding a wide range of innovative approaches including not only technical ones, but also those with a social and cultural orientation. In the not too long run such societal transformation strategies will be necessary in the new historical period of the Anthropocene.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Does not seem sufficiently empirical                    ,,,
1851410,https://apsis.mcc-berlin.net/scoping/document/193/1851410/,A Novel Optimal Generation Dispatch Algorithm to Reduce the Uncertainty Impact of Renewable Energy,"Climate change can easily affect renewable energy power output, and the uncertainty of renewable generation may cause serious influence on the power grid. This paper proposes a novel optimal generation dispatch algorithm to compensate for the fluctuations in power outputs of renewable energy resources. The proposed method helps reduce bus voltage variation and improves the ability of the power system to adapt to short term changes. The proposed optimal approach is tested on the Arizona transmission system. The proposed algorithm is relevant to transmission system operating and planning studies with a high penetration of renewable energy resources.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Mitigation focused                    ,not empirical re responses,,
1945265,https://apsis.mcc-berlin.net/scoping/document/193/1945265/,Infra-Specific Variation Reveals Potential for Adaptation to Ocean Acidification in a Cold-Water Coral from the Gulf of Mexico,"Ocean acidification, the decrease in seawater pH due to the absorption of atmospheric CO2, profoundly threatens the survival of a large number of marine species. Cold-water corals are considered to be among the most vulnerable organisms to ocean acidification because they are already exposed to relatively low pH and corresponding low calcium carbonate saturation states (Omega). Lophelia pertusa is a globally distributed cold-water scleractinian coral that provides critical three-dimensional habitat for many ecologically and economically significant species. In this study, four different genotypes of L. pertusa were exposed to three pH treatments (pH = 7.60, 7.75, and 7.90) over a short (2-week) experimental period, and six genotypes were exposed to two pH treatments (pH = 7.60 and 7.90) over a long (6-month) experimental period. Their physiological response was measured as net calcification rate and the activity of carbonic anhydrase, a key enzyme in the calcification pathway. In the short-term experiment, net calcification rates did not significantly change with pH, although they were highly variable in the low pH treatment, including some genotypes that maintained positive net calcification in undersaturated conditions. In the 6-month experiment, average net calcification was significantly reduced at low pH, with corals exhibiting net dissolution of skeleton. However, one of the same genotypes that maintained positive net calcification (+0.04% day(-1)) under the low pH treatment in the short-term experiment also maintained positive net calcification longer than the other genotypes in the long-term experiment, although none of the corals maintained positive calcification for the entire 6 months. Average carbonic anhydrase activity was not affected by pH, although some genotypes exhibited small, insignificant, increases in activity after the sixth month. Our results suggest that while net calcification in L. pertusa is adversely affected by ocean acidification in the long term, it is possible that some genotypes may prove to be more resilient than others, particularly to short perturbations of the carbonate system. These results provide evidence that populations of L. pertusa in the Gulf of Mexico may contain the genetic variability necessary to support an adaptive response to future ocean acidification.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only.                    ,,,
2039436,https://apsis.mcc-berlin.net/scoping/document/193/2039436/,"Collecting rainwater, a sustainable solution to climate change?","The main problems faced by any city at present are: reduction of natural resources, environmental degradation, increased carbon dioxide, demographic and social changes associated with the urbanization and population growth phenomenon as well as increased frequency and size of floods urban.Stormwater collection is a strategy for adapting to climate change. This strategy has been applied by many civilizations in the history of mankind, pluvial water collection systems have met, for the first time, in areas with long droughts. At present, rainwater collection is gaining interest worldwide, not just to store water during droughts, but also to cope with extreme rainfall, and therefore have a significant impact on rainwater management. An important consequence of climate change is the change in the ratio between periods with extreme rainfall and periods of drought. The city infrastructure is not prepared for these changes, the consequences being accounted for in material damage and health risks to the population. In this paper we aim to highlight the main measures to adapt to climate change from the point of view of pluvial water resources management. © SGEM2018 All Rights Reserved.",Mixed,Maybe,Maybe,Maybe,Maybe,Mixed/Maybe,Unrated,Unrated,Unrated,Maybe,Not clear whether this is empirical. Check full-text.                    ,,,not sure if empirical              
